cluster,repo_id,subjects,topics,combinations
13,13030144,"['library', 'magical', 'scroll', 'interaction']","['library', 'magical', 'scroll', 'interaction']",['css html']
39,5901900,"['performance', 'inter', 'thread']","['performance', 'inter', 'thread']",['html shell']
1,10219106,"['stack', 'angular', 'scalable', 'fullstack', 'application']","['stack', 'angular', 'scalable', 'fullstack', 'application']",['dockerfile html javascript']
4,29703871,"['debug', 'bridge', 'powerful', 'chrome', 'developer']","['debug', 'bridge', 'powerful', 'chrome', 'developer']",['python shell']
13,58327877,['modern'],['modern'],['html python shell']
1,129860458,"['window', 'linux', 'domestic', 'china', 'mainstream', 'video', 'platform']","['window', 'linux', 'domestic', 'china', 'mainstream', 'video', 'platform']",['css html']
13,73929422,"['modern', 'modal', 'editing']","['modern', 'modal', 'editing']",['css html javascript shell']
3,76413186,"['android', 'componentization', 'android']","['android', 'componentization', 'android']",['html javascript']
1,43640830,"['experimental', 'desktop']","['experimental', 'desktop']",['html python shell']
14,18405734,"['aware', 'image']","['aware', 'image']",['html shell']
15,38565895,"['action', 'customizable']","['action', 'customizable']",['css html shell']
1,5101823,"['handsome', 'dashboard', 'framework']","['handsome', 'dashboard', 'framework']",['css html']
15,4637221,"['statusline', 'plugin']","['statusline', 'plugin']",['c shell']
23,96689748,"['wysiwyg', 'editor']","['wysiwyg', 'editor']",['css html']
4,36205608,"['jspatch', 'bridge', 'objective', 'objective', 'runtime', 'objective', 'class', 'small', 'engine', 'jspatch', 'hotfix']","['jspatch', 'bridge', 'objective', 'objective', 'runtime', 'objective', 'class', 'small', 'engine', 'jspatch', 'hotfix']",['c c++']
1,36674234,"['theme', 'sublime', 'mattia', 'astorino']","['theme', 'sublime', 'mattia', 'astorino']",['javascript shell']
42,7544081,"['responsive', 'lightbox', 'script']","['responsive', 'lightbox', 'script']",['css html']
1,25201361,"['android', 'reverse', 'engineering', 'suite', 'debugger']","['android', 'reverse', 'engineering', 'suite', 'debugger']",['html python']
1,801795,"['super', 'awesome']","['super', 'awesome']",['ruby shell']
2,9795883,['electron'],['electron'],['css html shell']
44,15464772,['credit'],['credit'],['html javascript']
4,25804514,"['redis', 'cluster', 'solution']","['redis', 'cluster', 'solution']",['css html javascript shell']
10,107258,"['command', 'navigate', 'directory', 'command']","['command', 'navigate', 'directory', 'command']",['makefile shell']
18,22765472,"['responsive', 'dashboard', 'template']","['responsive', 'dashboard', 'template']",['css dockerfile javascript']
4,55763295,"['angularjs', 'bootstrap', 'admin', 'panel', 'framework']","['angularjs', 'bootstrap', 'admin', 'panel', 'framework']",['css html']
8,5880912,"['server', 'framework']","['server', 'framework']",['css html shell']
39,61527215,"['design', 'pattern']","['design', 'pattern']",['css html']
1,40380094,"['machine', 'learning', 'edition', 'repository', 'resource']","['machine_learning', 'edition', 'repository', 'resource']",['css html python']
39,585285,"['sweet', 'local', 'frontend']","['sweet', 'local', 'frontend']",['html javascript shell']
39,381979,"['event', 'calendar']","['event', 'calendar']",['css html shell']
36,31829770,"['angular', 'starter', 'angular', 'module']","['angular', 'starter', 'angular', 'module']",['css dockerfile html']
4,508845,"['restful', 'resource']","['restful', 'resource']",['ruby shell']
25,12779699,"['github', 'delos']","['github', 'delos']",['css html shell']
46,75701562,"['study', 'programmer']","['study', 'programmer']",['makefile shell']
42,3502120,"['responsive', 'image', 'polyfill']","['responsive', 'image', 'polyfill']",['css html']
18,90786246,"['starter', 'template']","['starter', 'template']",['css html']
13,77073851,"['source', 'transcompiler']","['source', 'transcompiler']",['makefile python']
8,907410,"['mobile', 'framework']","['mobile', 'framework']",['css html']
31,15642233,"['learning', 'train', 'convolutional', 'neural', 'network', 'ordinary']","['learning', 'train', 'convolutional', 'neural', 'network', 'ordinary']",['css html']
4,141745951,"['chrome', 'devtools']","['chrome', 'devtools']",['css html']
42,757363,['responsive'],['responsive'],['css html']
4,1358497,"['defacto', 'enable', 'legacy', 'internet', 'explorer']","['defacto', 'enable', 'legacy', 'internet', 'explorer']",['css html']
4,3516624,"['light', 'weight', 'proxy']","['light', 'weight', 'proxy']",['makefile python shell']
1,3022431,"['creative', 'common', 'backbone']","['creative', 'common', 'backbone']",['html makefile shell']
3,3766706,"['reverse', 'engineering', 'android']","['reverse', 'engineering', 'android']",['batchfile shell']
3,2349728,"['pockethub', 'android']","['pockethub', 'android']",['css html javascript']
23,30245748,"['golang', 'terminal', 'dashboard']","['golang', 'terminal', 'dashboard']",['makefile python']
6,5476048,"['picker', 'component']","['picker', 'component']",['css html']
39,86721514,"['generate', 'photo', 'horse']","['generate', 'photo', 'horse']",['python shell']
15,23929024,"['various', 'dockerfiles']","['various', 'dockerfiles']",['makefile python shell']
1,48600412,"['loader', 'setup', 'extraction']","['loader', 'setup', 'extraction']",['html shell']
3,32775739,"['android', 'widget']","['android', 'widget']",['java shell']
39,30907774,"['opencv', 'example']","['opencv', 'example']",['makefile python shell']
13,14259343,"['automatic', 'license', 'plate', 'recognition', 'library']","['automatic', 'license', 'plate', 'recognition', 'library']",['makefile python shell']
16,15505458,['animation'],['animation'],['css html']
23,19448700,"['notepad', 'golang', 'mongodb', 'leanote']","['notepad', 'golang', 'mongodb', 'leanote']",['css html shell']
3,24628923,['android'],['android'],['css html javascript']
45,13622189,"['beautiful', 'dashboard']","['beautiful', 'dashboard']",['html python shell']
4,47925804,"['search', 'thing', 'problem']","['search', 'thing', 'problem']",['css html']
39,1963063,"['priority', 'queue']","['priority', 'queue']",['css html makefile']
39,112717963,"['simple', 'modify', 'system']","['simple', 'modify', 'system']",['makefile python']
39,36353527,"['simple', 'process', 'manager', 'local', 'domain']","['simple', 'process', 'manager', 'local', 'domain']",['css html']
13,7855340,"['level', 'terminal', 'interface', 'library']","['level', 'terminal', 'interface', 'library']",['makefile shell']
14,141910081,"['image', 'player']","['image', 'player']",['css html']
21,40693501,['simple'],['simple'],['css html']
13,68619759,"['material', 'dashboard', 'source', 'bootstrap', 'material', 'design', 'admin']","['material', 'dashboard', 'source', 'bootstrap', 'material', 'design', 'admin']",['html javascript']
1,43076202,"['plain', 'smoke', 'carrier', 'pigeon']","['plain', 'smoke', 'carrier', 'pigeon']",['css html']
23,113402414,"['generation', 'electron', 'editor']","['generation', 'electron', 'editor']",['html javascript shell']
0,275604,['library'],['library'],['css html javascript']
1,15367575,['flexbox'],['flexbox'],['css javascript']
1,142422739,"['research', 'framework', 'reinforcement', 'learning', 'algorithm']","['research', 'framework', 'reinforcement', 'learning', 'algorithm']",['html python']
1,99127696,"['linear', 'algebra', 'automatic', 'differentiation']","['linear', 'algebra', 'automatic', 'differentiation']",['html python shell']
1,13753838,"['display', 'online', 'offline', 'indication']","['display', 'online', 'offline', 'indication']",['html javascript']
23,16096681,"['markdown', 'editor', 'encryption', 'support', 'source']","['markdown', 'editor', 'encryption', 'support', 'source']",['css html']
39,34798315,"['exciting', 'artificial', 'intelligence']","['exciting', 'artificial', 'intelligence']",['css html']
15,56728437,"['various', 'contribution']","['various', 'contribution']",['dockerfile html javascript']
13,46383222,"['store', 'ready', 'interface', 'builder']","['store', 'ready', 'interface', 'builder']",['ruby shell']
31,2688455,"['color', 'palette']","['color', 'palette']",['css html']
4,13395052,"['powerful', 'parser', 'large']","['powerful', 'parser', 'large']",['css html']
4,24993138,"['brotli', 'compression', 'format']","['brotli', 'compression', 'format']",['python shell']
1,46891997,"['github', 'brave', 'browser', 'current', 'version']","['github', 'brave', 'browser', 'current', 'version']",['html python shell']
39,2269353,['camera'],['camera'],['css html']
1,21299916,"['extract', 'inline', 'critical']","['extract', 'inline', 'critical']",['css html']
7,90961634,"['cross', 'platform', 'database', 'framework']","['cross', 'platform', 'database', 'framework']",['c++ makefile shell']
45,117360777,"['elegant', 'dashboard']","['elegant', 'dashboard']",['html java']
10,17065530,['command'],['command'],['c++ makefile']
1,2677676,"['email', 'client', 'friendly', 'encryption']","['email', 'client', 'friendly', 'encryption']",['css html javascript shell']
1,11621778,"['lightweight', 'angular', 'directive', 'upload', 'optional', 'fileapi', 'cross', 'browser', 'support']","['lightweight', 'angular', 'directive', 'upload', 'optional', 'fileapi', 'cross', 'browser', 'support']",['html shell']
40,21108956,['blocker'],['blocker'],['html python shell']
39,48301282,"['manage', 'lambda', 'function']","['manage', 'lambda', 'function']",['makefile python shell']
31,5552858,"['proxy', 'parent', 'proxy']","['proxy', 'parent', 'proxy']",['javascript shell']
1,71297170,"['chaos', 'monkey', 'resiliency', 'application', 'tolerate', 'random', 'instance', 'failure']","['chaos', 'monkey', 'resiliency', 'application', 'tolerate', 'random', 'instance', 'failure']",['makefile shell']
34,9467421,['github'],['github'],['css html']
19,33082868,"['microservice', 'architecture', 'spring', 'spring', 'cloud']","['microservice', 'architecture', 'spring', 'spring', 'cloud']",['css html javascript shell']
13,7379964,"['tooltip', 'library', 'lovely', 'website']","['tooltip', 'library', 'lovely', 'website']",['html javascript']
1,6580000,"['native', 'cross', 'platform', 'mongodb', 'management']","['native', 'cross', 'platform', 'mongodb', 'management']",['html python shell']
2,44402056,['electron'],['electron'],['css javascript shell']
39,2823326,"['terminal', 'session', 'recorder']","['terminal', 'session', 'recorder']",['makefile shell']
15,6714787,"['lightweight', 'jquery', 'input', 'picker']","['lightweight', 'jquery', 'input', 'picker']",['css html']
39,93205465,"['darwin', 'kernel', 'mirror']","['darwin', 'kernel', 'mirror']",['makefile python shell']
8,55058317,"['exploitation', 'framework']","['exploitation', 'framework']",['makefile shell']
1,9330072,"['simple', 'minecraft', 'clone', 'modern', 'opengl', 'shaders']","['simple', 'minecraft', 'clone', 'modern', 'opengl', 'shaders']",['c++ python']
1,14329321,"['minimal', 'ubuntu', 'image', 'docker', 'friendliness']","['minimal', 'ubuntu', 'image', 'docker', 'friendliness']",['makefile python']
31,12484808,"['command', 'argument']","['command', 'argument']",['css html javascript shell']
27,50213667,"['input', 'plain']","['input', 'plain']",['css html shell']
39,3693021,"['email', 'address']","['email', 'address']",['css html shell']
1,303762,"['software', 'version', 'control', 'visualization']","['software', 'version', 'control', 'visualization']",['makefile python shell']
33,34222505,['unofficial'],['unofficial'],['ruby shell']
23,94949504,"['scalable', 'serverless']","['scalable', 'serverless']",['makefile shell']
13,1280658,"['easel', 'library', 'hierarchical', 'display', 'interaction', 'helper', 'class', 'canvas', 'element']","['easel', 'library', 'hierarchical', 'display', 'interaction', 'helper', 'class', 'canvas', 'element']",['css html']
1,5334951,"['quick', 'reference']","['quick', 'reference']",['css javascript']
15,8418302,"['customizable', 'checkboxes', 'radio', 'button', 'jquery', 'zepto']","['customizable', 'checkboxes', 'radio', 'button', 'jquery', 'zepto']",['html javascript']
3,31365325,"['android', 'wechat', 'webview', 'jsbridge']","['android', 'wechat', 'webview', 'jsbridge']",['html javascript']
1,73968389,"['image', 'translation', 'conditional', 'adversarial']","['image', 'translation', 'conditional', 'adversarial']",['python shell']
13,45363955,"['offline', 'location', 'library', 'accuracy', 'millseconds', 'performance', 'address']","['offline', 'location', 'library', 'accuracy', 'millseconds', 'performance', 'address']",['javascript python']
7,14224695,"['mariadb', 'database', 'management']","['mariadb', 'database', 'management']",['html makefile shell']
8,51308720,"['framework', 'server']","['framework', 'server']",['css html shell']
13,16930617,"['platform', 'native', 'library']","['platform', 'native', 'library']",['c c++']
13,68627122,"['beautiful', 'source', 'podcast', 'getstream']","['beautiful', 'source', 'podcast', 'getstream']",['css javascript shell']
1,7680774,"['jeesite', 'spring', 'spring', 'apache', 'shiro', 'mybatis', 'bootstrap']","['jeesite', 'spring', 'spring', 'apache', 'shiro', 'mybatis', 'bootstrap']",['html java']
4,11893084,"['uploader', 'solution']","['uploader', 'solution']",['css html makefile']
15,5279091,"['dependency', 'injector']","['dependency', 'injector']",['css html shell']
1,21190654,"['experimental', 'graceful']","['experimental', 'graceful']",['objective-c ruby']
31,54808920,"['vulnerability', 'scanner', 'language', 'network', 'device']","['vulnerability', 'scanner', 'language', 'network', 'device']",['dockerfile makefile']
3,32313383,"['android', 'class']","['android', 'class']",['batchfile shell']
13,155437620,"['source', 'animation', 'support']","['source', 'animation', 'support']",['css html javascript']
38,24306221,"['slick', 'progress']","['slick', 'progress']",['css html shell']
15,2536697,"['easiest', 'google']","['easiest', 'google']",['css html']
7,36778364,"['syncable', 'database']","['syncable', 'database']",['python shell']
28,48953775,"['technology', 'technology']","['technology', 'technology']",['html python shell']
15,20940824,"['declarative', 'layout', 'iphone']","['declarative', 'layout', 'iphone']",['objective-c ruby']
5,53982546,"['machine', 'learning', 'classifier']","['machine_learning', 'classifier']",['css html python']
13,3159966,"['source', 'typeface', 'beautifulwebtype']","['source', 'typeface', 'beautifulwebtype']",['css javascript']
5,15452925,"['machine', 'learning']",['machine_learning'],['python shell']
1,9639981,"['apple', 'xcodebuild', 'macos']","['apple', 'xcodebuild', 'macos']",['makefile python shell']
3,73927383,"['android', 'database']","['android', 'database']",['css html javascript']
1,73007219,"['iphone', 'instant', 'offline', 'access', 'documentation']","['iphone', 'instant', 'offline', 'access', 'documentation']",['css html javascript']
13,12631084,"['modern', 'dialog', 'library', 'style', 'hubspot', 'source']","['modern', 'dialog', 'library', 'style', 'hubspot', 'source']",['html javascript']
1,1903338,"['front', 'elastic', 'search', 'cluster']","['front', 'elastic', 'search', 'cluster']",['css html shell']
1,27844645,"['custom', 'jupyter', 'notebook', 'theme']","['custom', 'jupyter', 'notebook', 'theme']",['javascript python']
1,40092232,"['package', 'store', 'command', 'interface']","['package', 'store', 'command', 'interface']",['ruby shell']
1,56897766,"['github', 'command', 'interface', 'official', 'integration', 'github', 'enterprise', 'github', 'desktop']","['github', 'command', 'interface', 'official', 'integration', 'github', 'enterprise', 'github', 'desktop']",['html makefile shell']
1,2525502,['comprehensive'],['comprehensive'],['css html makefile']
4,12495928,"['picker', 'widget', 'twitter', 'bootstrap']","['picker', 'widget', 'twitter', 'bootstrap']",['css html']
1,15115183,"['clojurescript', 'interface', 'facebook']","['clojurescript', 'interface', 'facebook']",['html javascript shell']
3,6072443,"['android', 'filter', 'opengl']","['android', 'filter', 'opengl']",['c python']
39,53171300,['geospatial'],['geospatial'],['makefile shell']
15,30987756,"['beautiful', 'autocomplete', 'dependency']","['beautiful', 'autocomplete', 'dependency']",['css html']
13,198441611,"['studio', 'science', 'integration', 'source', 'science', 'framework']","['studio', 'science', 'integration', 'source', 'science', 'framework']",['html python shell']
1,24293205,"['apple', 'reachability']","['apple', 'reachability']",['objective-c ruby']
1,88254582,"['jimmysong', 'kubernetes', 'handbook']","['jimmysong', 'kubernetes', 'handbook']",['dockerfile makefile']
1,43175432,"['implementation', 'github', 'official', 'version']","['implementation', 'github', 'official', 'version']",['c++ makefile shell']
39,9155431,"['memory', 'usage']","['memory', 'usage']",['c python']
4,44050066,"['proguard', 'resource', 'wechat']","['proguard', 'resource', 'wechat']",['batchfile shell']
1,82436691,"['avmoo', 'javbus', 'javlibrary', 'japanese', 'adult', 'video', 'video', 'magnet', 'japanese', 'adult', 'video', 'database']","['avmoo', 'javbus', 'javlibrary', 'japanese', 'adult', 'video', 'video', 'magnet', 'japanese', 'adult', 'video', 'database']",['css html']
37,16957000,"['kittenphp', 'engine', 'suite']","['kittenphp', 'engine', 'suite']",['python shell']
39,33323837,"['crazy', 'crisp', 'larsenwork']","['crazy', 'crisp', 'larsenwork']",['html shell']
15,2798959,"['cleanest', 'vimrc']","['cleanest', 'vimrc']",['dockerfile shell']
31,47799229,"['tensorflow', 'implementation', 'convolutional', 'generative', 'adversarial', 'network']","['tensorflow', 'implementation', 'convolutional', 'generative', 'adversarial', 'network']",['css html python']
13,62500776,"['source', 'productivity', 'booster']","['source', 'productivity', 'booster']",['css html']
15,2616595,"['toolkit', 'graph']","['toolkit', 'graph']",['css html makefile']
39,175366155,"['interesting', 'example', 'crawler']","['interesting', 'example', 'crawler']",['css html javascript']
15,6761380,"['place', 'editing', 'twitter', 'jquery', 'jquery']","['place', 'editing', 'twitter', 'jquery', 'jquery']",['css html']
1,60266911,"['friendly', 'unusual', 'display']","['friendly', 'unusual', 'display']",['css html python']
4,28405578,['qrcode'],['qrcode'],['c++ makefile shell']
8,41482296,"['plugin', 'framework', 'party']","['plugin', 'framework', 'party']",['c c++']
3,28266028,"['android', 'pagertabstrip']","['android', 'pagertabstrip']",['objective-c ruby']
4,4471940,"['runtime', 'injection', 'objective']","['runtime', 'injection', 'objective']",['java shell']
7,24650236,"['relational', 'database', 'cross', 'browser']","['relational', 'database', 'cross', 'browser']",['css html shell']
1,3605299,"['functional', 'reactive']","['functional', 'reactive']",['html javascript shell']
39,3411652,"['iconic', 'scissors']","['iconic', 'scissors']",['html makefile shell']
1,29882262,"['public', 'slack', 'organization']","['public', 'slack', 'organization']",['dockerfile shell']
14,7985525,"['image', 'optimizer']","['image', 'optimizer']",['css makefile shell']
23,74236755,"['fathom', 'privacy', 'website', 'analytics', 'golang', 'preact']","['fathom', 'privacy', 'website', 'analytics', 'golang', 'preact']",['html javascript makefile']
18,72974961,"['admin', 'template']","['admin', 'template']",['css html javascript']
49,53877810,['competition'],['competition'],['makefile python shell']
20,11589713,['docker'],['docker'],['css html javascript shell']
36,13911118,"['yeoman', 'generator', 'angular', 'express', 'server']","['yeoman', 'generator', 'angular', 'express', 'server']",['css html shell']
1,39233228,['future'],['future'],['html shell']
31,134030857,"['foreign', 'language', 'reading', 'translation', 'assistant']","['foreign', 'language', 'reading', 'translation', 'assistant']",['css html javascript']
1,9252533,"['numenta', 'platform', 'hierarchical', 'temporal', 'memory']","['numenta', 'platform', 'hierarchical', 'temporal', 'memory']",['ruby shell']
24,116252,['framework'],['framework'],['ruby shell']
43,5676886,"['reference', 'application']","['reference', 'application']",['css html']
1,102057483,"['analysis', 'project']","['analysis', 'project']",['c++ makefile shell']
15,28320207,"['google', 'snippet']","['google', 'snippet']",['css html']
1,28059374,"['flickable', 'carousel']","['flickable', 'carousel']",['css html']
1,261335,"['edition', 'edition', 'progit', 'github']","['edition', 'edition', 'progit', 'github']",['css html javascript shell']
15,139205847,"['wheel', 'rover']","['wheel', 'rover']",['python shell']
13,11178512,"['source', 'performance', 'system', 'major', 'function', 'capacity', 'balance', 'wechat', 'public', 'account', 'chinese', 'language', 'fastdfs']","['source', 'performance', 'system', 'major', 'function', 'capacity', 'balance', 'wechat', 'public', 'account', 'chinese', 'language', 'fastdfs']",['c++ makefile shell']
31,774606,"['command', 'utility', 'installer']","['command', 'utility', 'installer']",['batchfile shell']
13,3056094,"['mutation', 'library']","['mutation', 'library']",['css html']
4,1145832,"['runtime', 'developer', 'console', 'powerful', 'introspection', 'capability']","['runtime', 'developer', 'console', 'powerful', 'introspection', 'capability']",['dockerfile shell']
39,33361723,"['overview', 'comparison']","['overview', 'comparison']",['css makefile shell']
15,76954504,['tetri'],['tetri'],['css html']
13,21294600,"['redis', 'source']","['redis', 'source']",['ruby shell']
1,45946078,"['simple', 'tutorial', 'google', 'tensorflow', 'framework']","['simple', 'tutorial', 'google', 'tensorflow', 'framework']",['python shell']
4,57430416,"['music', 'china', 'chrome']","['music', 'china', 'chrome']",['css html']
1,60427361,"['multi', 'player', 'simulation']","['multi', 'player', 'simulation']",['css html javascript']
46,51711443,['study'],['study'],['objective-c ruby']
39,11098077,"['development', 'environment']","['development', 'environment']",['css html python']
20,19360616,"['docker', 'native']","['docker', 'native']",['dockerfile shell']
37,45547,"['selector', 'engine']","['selector', 'engine']",['css html']
4,5499847,"['remote', 'network', 'native', 'chrome', 'developer']","['remote', 'network', 'native', 'chrome', 'developer']",['css html python']
1,2321051,"['proxychains', 'generation', 'proxy', 'continuation', 'proxychains', 'project', 'github', 'release']","['proxychains', 'generation', 'proxy', 'continuation', 'proxychains', 'project', 'github', 'release']",['c++ makefile shell']
1,3523632,"['spring', 'framework', 'pragmatic', 'style', 'javaee', 'application', 'reference', 'architecture']","['spring', 'framework', 'pragmatic', 'style', 'javaee', 'application', 'reference', 'architecture']",['batchfile shell']
5,137935980,"['machine', 'learning', 'andrew']","['machine_learning', 'andrew']",['html javascript']
1,89322848,"['powerful', 'parameter', 'server', 'large', 'scale', 'machine', 'learning']","['powerful', 'parameter', 'server', 'large', 'scale', 'machine_learning']",['dockerfile shell']
1,27494663,"['machine', 'management', 'container', 'centric', 'world']","['machine', 'management', 'container', 'centric', 'world']",['makefile shell']
4,37175929,"['lightweight', 'virtualization', 'solution']","['lightweight', 'virtualization', 'solution']",['c++ makefile shell']
14,4641606,"['client', 'image', 'placeholder']","['client', 'image', 'placeholder']",['html shell']
1,166535378,"['public', 'failure', 'horror', 'story']","['public', 'failure', 'horror', 'story']",['python shell']
4,3450268,"['generates', 'bootstrap', 'color']","['generates', 'bootstrap', 'color']",['html javascript']
1,52301805,"['interactive', 'extension']","['interactive', 'extension']",['javascript shell']
29,9086522,"['angularjs', 'directive', 'angularjs']","['angularjs', 'directive', 'angularjs']",['css html']
39,24243349,"['standalone', 'local', 'interface', 'repository']","['standalone', 'local', 'interface', 'repository']",['html python shell']
47,40495024,"['module', 'telegram']","['module', 'telegram']",['css html']
13,562972,"['small', 'parser', 'library']","['small', 'parser', 'library']",['css html shell']
27,9824723,"['dependency', 'plugin', 'plain']","['dependency', 'plugin', 'plain']",['html shell']
39,165179509,"['tetri', 'flutter', 'flutter']","['tetri', 'flutter', 'flutter']",['c++ makefile shell']
13,24549457,"['socket', 'client', 'library']","['socket', 'client', 'library']",['html javascript']
1,141040549,"['social', 'engineering']","['social', 'engineering']",['css html javascript shell']
14,126996636,"['library', 'animate', 'image']","['library', 'animate', 'image']",['css javascript']
13,369782,"['database', 'migration', 'utility', 'source', 'control']","['database', 'migration', 'utility', 'source', 'control']",['html shell']
1,81271141,"['microsoft', 'katana', 'project']","['microsoft', 'katana', 'project']",['css html javascript']
13,27382852,"['bigpicture', 'library']","['bigpicture', 'library']",['css html']
23,79157500,['gitlab'],['gitlab'],['makefile python shell']
5,40619925,"['machine', 'learning']",['machine_learning'],['makefile python shell']
1,113487978,"['display', 'apple', 'system', 'status', 'alert']","['display', 'apple', 'system', 'status', 'alert']",['objective-c ruby']
4,118182130,"['puppeteer', 'bridge', 'entire']","['puppeteer', 'bridge', 'entire']",['css html javascript']
1,48962505,['label'],['label'],['css python']
1,33849718,"['multi', 'websockets', 'communication']","['multi', 'websockets', 'communication']",['css html javascript']
37,3422923,"['google', 'engine', 'boilerplate']","['google', 'engine', 'boilerplate']",['css html javascript']
