cluster_topic,cluster_topic_id,topic,topic_id,language,language_id
twitter client touch,15,0,0,['c shell'],0
powerful application framework language,5,0,0,['perl shell'],0
google android,47,0,0,['c java'],0
source dynamo clone,8,0,0,['javascript ruby'],0
erlectricity expose versa,8,0,0,['c shell'],0
rapid development,27,0,0,['c javascript'],0
suicide mission,41,0,0,['c shell'],0
project textmate bundle,6,0,0,['javascript ruby'],0
description,7,0,0,['objective-c python'],0
plugins installation,29,0,0,['perl ruby'],0
business management platform,20,0,0,['ruby shell'],0
reference implementation schema language,35,0,0,['perl ruby'],0
iphone application,5,0,0,['c ruby'],0
content resolver,14,0,0,['perl shell'],0
neural language particular collobert,21,0,0,['perl shell'],0
github,13,0,0,['python shell'],0
pivotal tracker,45,0,0,['javascript ruby'],0
jailbreakme,18,0,0,['python shell'],0
twitter social ipaddevcamp,15,0,0,['c javascript'],0
groupe clone,39,0,0,['python shell'],0
local remote resource management objective possible change,20,0,0,['c++ shell'],0
photo mobile device,42,0,0,['javascript shell'],0
mongodb native version check github mongohub,22,0,0,['c javascript'],0
america online source server aolserver busiest production environment world aolserver server large dynamic,8,0,0,['c++ shell'],0
protocol buffer application,5,0,0,['perl shell'],0
diceshaker,32,0,0,['javascript shell'],0
jquery,17,0,0,['python shell'],0
microsoft directui documentation,8,0,0,['c++ shell'],0
compiler,12,0,0,['perl shell'],0
scott rutherford excellent fckeditor upload image plugin alfonso martnez,8,0,0,['php ruby'],0
sample gizzard application,5,0,0,['ruby shell'],0
calendar widget event creation,8,0,0,['c javascript'],0
emacs enhance development experience,4,0,0,['php ruby'],0
geographical community django developer,8,0,0,['c javascript'],0
various objective utility utilitarian slant,5,0,0,['c shell'],0
sphinx speech recognition toolkit,20,0,0,['perl shell'],0
flexible database,1,0,0,['php ruby'],0
purchase module mobile iphone,44,0,0,['objective-c python'],0
iphone,3,0,0,['c objective-c'],0
example iphone gambit,3,0,0,['c objective-c'],0
language group,49,0,0,['c shell'],0
legacy mirror github,8,0,0,['objective-c shell'],0
browser,10,0,0,['python shell'],0
various synchronization policy remote iphone backend service objectiveresource project,8,0,0,['javascript ruby'],0
simple sinatra click capistrano deployment,8,0,0,['ruby shell'],0
cocoa touch,15,0,0,['c shell'],0
binding cocosd iphone iphone,3,0,0,['perl shell'],0
restart nodejs development stable production,8,0,0,['javascript shell'],0
store,16,0,0,['perl php'],0
cross domain,20,0,0,['php ruby'],0
value storage system,43,0,0,['python shell'],0
object level level permission different permission,22,0,0,['javascript shell'],0
system transparent deduplication,2,0,0,['c shell'],0
drupal github,13,0,0,['javascript shell'],0
natural language processing,21,0,0,['perl shell'],0
inspiration source spotify client,8,0,0,['php ruby'],0
zebra crossing google,5,0,0,['python shell'],0
concurrent network application lightweight performance network application solution multi asyncore,5,0,0,['c shell'],0
version control mercurial compatible,20,0,0,['c javascript'],0
capistrano plugins,29,0,0,['javascript shell'],0
source receiver,37,0,0,['objective-c shell'],0
public source release convenient,8,0,0,['perl shell'],0
chapter source example application,5,0,0,['java javascript'],0
enterprise edition,0,0,0,['perl shell'],0
standard library interpreter,8,0,0,['c++ shell'],0
current clipboard,24,0,0,['c python'],0
dataists recommendation system contest,2,0,0,['perl ruby'],0
email handler,36,0,0,['c objective-c'],0
global illumination renderer,31,0,0,['python shell'],0
source project management system,20,0,0,['javascript perl python'],0
apache incubator thrift,8,0,0,['php ruby'],0
neato lidar,19,0,0,['c python'],0
trace application developer network operator,5,0,0,['perl shell'],0
eschulte,9,0,0,['javascript ruby'],0
super nintendo emulator remote control,20,0,0,['c objective-c'],0
recognition application mobile phone,5,0,0,['c shell'],0
iphone native version console websocket support,22,0,0,['c javascript'],0
reader,28,0,0,['c++ shell'],0
source content management,20,0,0,['php ruby'],0
google super,23,0,0,['javascript ruby'],0
gnustep,25,0,0,['c shell'],0
content management framework,20,0,0,['php ruby'],0
concept tower defense processing,8,0,0,['python shell'],0
textmate bundle,6,0,0,['javascript ruby'],0
elegant cassandra client support,22,0,0,['c c++'],0
opensource board purpose niche board,8,0,0,['ruby shell'],0
textmate bundle objective,6,0,0,['ruby shell'],0
value store,34,0,0,['c shell'],0
frill merbivore,48,0,0,['c javascript'],0
setting,11,0,0,['c ruby'],0
florenzano django,26,0,0,['python shell'],0
macruby textmate bundle,6,0,0,['python shell'],0
admob module mobile iphone,44,0,0,['c javascript'],0
simple multinode couchdb proxy,8,0,0,['python shell'],0
source platform development,8,0,0,['c c++'],0
simple application maxmind geolite database,5,0,0,['ruby shell'],0
objective,40,0,0,['perl ruby'],0
customization multitouch support,22,0,0,['c shell'],0
source emulation project isoftcom ethernet iphone master current,8,0,0,['c shell'],0
source platform virtual world,8,0,0,['perl shell'],0
friendly abstraction,38,0,0,['c shell'],0
christian borgelt apriori,46,0,0,['ruby shell'],0
application personal scalability experiment,5,0,0,['javascript shell'],0
project implement client framebuffer television,8,0,0,['python shell'],0
simplegeo geohash,33,0,0,['c python'],0
twitter,30,0,0,['php ruby'],0
restful modem server,8,0,0,['python shell'],0
,8,0,0,['javascript ruby'],0
